"App ID","Keyword","App Name","Developer","Rating","Installs","Category","Description","Features"
"com.tripadvisor.tripadvisor","Local Guides and Attractions","Tripadvisor Plan Book Trips","Tripadvisor","4.4716625","100,000,000+","Travel Local","With the Tripadvisor app youve got guidance from millions of travelers and everything you need to explore plan and book any kind of tripright in your pocket With everything from toprated experiences to hidden gem restaurants the app lets you find save and book it all in one place Want to hop on a tour last minute Score tickets in a few quick taps Looking for a hotel the whole family will love Book in the app and earn rewards for future family vacays Discover new things as you go or map it all out ahead of timehowever you like to plan weve got you covered Earn rewards on every stay Get 5 back in Tripadvisor Rewards when you book hotels in the app Use your rewards to save on a future stay Plan all in one place Save and book your favorite hotels restaurants and experiences Get custom recs based on your saves with AI trip builder Keep all your itineraries trip ideas and bookings organized in one place Go with the flow Discover toprated recs nearby wherever you are Stay flexible with free cancellation on most experiences Never miss a thing with notifications tailored to your trip Get traveler recs Browse real reviews to get the inside scoop from travelers whove been there Tap into the worlds largest travel community for tips and advice wherever whenever Save time with AI summaries which gives you a quick overview of what travelers are saying","[]"
"com.wanderlog.android","Local Guides and Attractions","Wanderlog Trip Planner App","Wanderlog","4.6908603","1,000,000+","Travel Local","The best app to plan a trip Wanderlog is the easiesttouse completely free travel app for planning every kind of trip including road trips and group travel Create a trip itinerary organize flight hotel and car reservations view places to visit on a map and collaborate with friends After your trip share a travel guide to inspire other travelers See flights hotels and attractions in one place like TripIt and Tripcase View road trip plans on a travel map map your route like Roadtrippers Rearrange the order of places easily by draganddrop Planning a road trip Add unlimited stops for free optimize your route view times distances between places and export places to Google Maps Planning group travel Invite friends and collaborate in realtime just like Google Docs Automatically import reservations by forwarding emails or connecting your Gmail Add things to do from top guides with 1 click like Tripadvisor and Google TripsGoogle Travel Access your trip plans offline Pro Add notes and links to your stops Have your trip plans automatically sync across devices Set budgets track expenses and split bills with a group SEE IT ON A MAP Every time you add a place to visit its immediately pinned on your Google Mapsbased travel map No need to pull up different travel apps and websites to organize vacation plans you can do it all in the Wanderlog trip planner app Plus if youre visiting points in order lines will connect the different pins on the map so you can see your route perfect for road trips You can also export all your places to Google Maps too STORE PLANS OFFLINE All your holiday plans are automatically stored offline on the Wanderlog travel planner app especially helpful during a road trip with poor signal and international travel GET ON THE ROAD Looking for the best road trip planner Travelers can plan their driving trips and stops with Wanderlog See your route on a map or try our route optimizer to automatically rearrange and plan your route to save travel time See estimated times distance traveled between places to make sure it all fits and total time and distance traveled for a given day to make sure youre not driving your car too long Plus you can add unlimited stops along your road trip for free COLLABORATE WITH FRIENDS For group travel planning add your trip mates with their email address or by sharing a link to the itinerary Like for Google Docs everyone can collaborate in realtime Set permissions and choose whether people can edit or just view your travel plans STAY ORGANIZED Access flights hotels and attractions in one app Forward flight and hotel confirmation emails to import them directly into your trip plan or connect your Gmail to automatically add them Prefer to keep highlevel plans Make generic lists like Things to do and Restaurants you want to eat at Traveling on a tight schedule and want to create a detailed itinerary Organize your day by adding start and end times perfect for keeping track of tickets and reservations GET INSPIRATION INFORMATION For each place see key info like a description and picture of the place average user ratings with links to reviews opening hours address website and phone number Stay inspired by exploring top travel guides for every city from the web that feature viewpoints attractions and restaurants and from lists from Google Trips and Google Travel as well as by other Wanderlog users and add things to do from those guides to your trip plan with 1 click MANAGE TRIP FINANCES Set a vacation budget for yourself or a group Take control of your spending and keep track of all expenses For a group trip split a bill with other people and easily calculate the cost Keep a record of who paid for what how much money everyone owes or is owed and settle debts between trip mates","['Activity Tracking']"
"com.withlocals.Withlocals","Local Guides and Attractions","Withlocals","Withlocals BV","4.19","100,000+","Travel Local","Just arrived at your destination Looking for things to do nearby Its now possible with the Withlocals Tours Travel App Better than any guide book let a local guide you personally Find unique tours and food experiences in 50 cities around the world You can enjoy the city highlights and discover the hidden gems without touristy crowds To get the most out of your city trip chat with your local host and personalize your tour just the way you like All our carefully selected local hosts are passionate about their city They cant wait to share the best tips and tricks to make the rest of your trip an unforgettable experience What type of tour do you fancy Are you a foodie a Michelin star fan or an offthebeaten track explorer Theres something for everyoneeven Family Friendly tours with treasure hunts and special treats for kids Example Tours Discover Rome bite by bite on a delicious 10 tastings tour Stroll through the city like a local and enjoy the fabulous architecture and mustsee sights Visit a nontouristy floating market in the heart of Bangkok taste delicious food and learn how to bargain like the local do your host can show you how See the main attractions of Lisbon in a nontouristy way This is your chance to see the citys highlights plus some beautiful hidden gems that cant be found in any guide books Paris Like a Princess tour makes your trip a delight for both you and your kids Your fairy guide can show you the magical side of Paris Special kids treats games and stops included Why should you use the Withlocals Tours Travel app Find things to do on your city trip Choose book your private local city guide Connect and chat with trusted locals Read reviews from travelers like you Easy booking guaranteed customer service Safe payment through your phone 1200 private tours home dinners and local activities in 50 cities Europe Belgium Brussels Antwerp Bruges Czech Republic Prague France Paris Germany Berlin Munich Greece Athens Great Britain London Hungary Budapest Italy Rome Milan The Netherlands Amsterdam Eindhoven Portugal Lisbon Porto Spain Barcelona Madrid Sevilla Valencia Asia Cambodia Phnom Penh Siem Reap Hong Kong India Mumbai Kochi Indonesia Bali Jakarta Yogyakarta Malaysia Kuala Lumpur Kota Kinabalu Penang Nepal Kathmandu Bhaktapur Singapore Sri Lanka Colombo Kandy Galle Taiwan Taipei Thailand Bangkok Chiang Mai Chiang Rai Philippines Manila Palawan Cebu Vietnam Ho Chi Minh City Hanoi Hoi An Hue Nha Trang United Arab Emirates Abu Dhabi Dubai Africa Morocco Marrakech If you have your heart and eyes set on truly memorable experiences The Withlocals Tours Travel App will give your experience the local touch youve been looking for Download and install now theres a world of local experiences at your fingertips","['Activity Tracking']"
"com.visitacity.visitacityapp","Local Guides and Attractions","Visit A City","Visit A City","4.7547894","1,000,000+","Travel Local","Visit A City The ultimate travel app for planning your city sightseeing trip Create a customized itinerary and book your tours and activities with just a few taps Discover the mustsee landmarks historical sites and hidden gems of your destination with our comprehensive guide Browse through a wide range of tours and activities from guided walking tours to day trips and more With detailed information and reviews you can easily find the best experiences to suit your interests No need for multiple apps Visit A City has everything you need to make the most of your trip Download now and start exploring","[]"
"free.translate.all.language.translator","Language Translation for Travelers","Translate All Languages","Zed Puerto Rico","4.45861","50,000,000+","Tools","Translate Text Voice and Photos in 100 Languages Break language barriers effortlessly with the All Language Translator App Whether youre traveling learning a new language or communicating internationally this app is your perfect companion for translating text voice and photos into 100 global languages Features of All Language Translator App Text Translator Translate words sentences or paragraphs into 100 languages quickly and accurately Voice Translator Speak and translate realtime conversations with instant results Photo Translator OCR Snap a photo or upload an image to translate signs menus documents or text from photos Conversation Mode Translate live voice conversations seamlessly between two languages History Favorites Save your previous translations and mark them as favorites for quick access Share Translations Easily share translated text or photos with others Supported Languages Translate effortlessly into 100 languages including popular ones like English Translator Spanish Translator Hindi Translator Japanese Translator Russian Translator Arabic Translator Portuguese Translator Korean Translator Turkish Translator Indonesian Translator Text Translator Easily convert text into any desired language using the Text Translation App Just type or paste the text and get instant accurate results Perfect for messages emails or studying languages Save or share translations with just a tap Voice Translator Speak in one language and get realtime translations into another This voicetovoice translator ensures smooth communication whether youre talking to locals while traveling or interacting with international clients Photo Translator OCR Translate text from images with advanced photo translation technology Snap a picture of menus signs or documents or import images from your gallery This feature makes navigating foreign places easier than ever History Favorites Keep a record of all your past translations for future reference Mark your most important translations as favorites to access them instantly when needed Why Choose All Language Translator Supports over 100 languages including text voice and photo translation Lightweight and easytouse interface for all users Accurate translations for smooth communication Ideal for travelers students and professionals Completely free with premiumquality translations Translate Anytime Anywhere Whether youre exploring new countries mastering foreign languages or bridging communication gaps this app is your trusted translation companion Translate text voice or photos anytime anywhere with lightningfast results Made with for a Global Audience This app is crafted to connect people across the globe making communication easier and more inclusive Have feedback or need support Contact us at appszedptoricoinfo Privacy Policy httpswwwzedptoricoinfoPrivacyPolicyhtml Terms of Use httpswwwzedptoricoinfoService_Termshtml","['Activity Tracking']"
"com.translate.talkingtranslator","Language Translation for Travelers","Talking Translator Languages","idealappcenter","4.582762","10,000,000+","Tools","The last translation app youll ever need For anyone anywhere With its instant translation feature Talking Translator app will help you communicate in any multilingual environment such as travel business trips buyers meetings or just plain conversations True communication begins with respect Try Talking Translator app that suits both you and your partner with the innovative realtime Shared View feature The other person is sure to appreciate your consideration while speaking with them realtime instant translation in 1second Voice recognition first appears when running the app and helps you when you need an onthespot translation even with an unstable internet connection You can check your previous sentences through the voice recognition history Support for multiple languages You can translate to more than 100 languages with this one app Talking TranslatorDont know how to read the sentenceNo problem Talking Translator offers a handwritten text translation Supports more than 100 languages including English Chinese Vietnamese Japanese Russian Thai Spanish French Indonesian and Arabic Interpretation translation copying favorites what more could you want We made various features available Along with translation interpretation favorites copying and sharing you can easily communicate with someone at a distance with zoom neon sign feature The ultimate feature of translation app the notification bar is ready Allinone solutions for all your needs translation interpretation keyboard notification bar search and even a flashlight Just swipe the notification bar to start translation and interpretation Todays conversation notification The most effective method to practice conversation Receive todays conversation notification Learn languages without going overseas On top of all that it looks greatEven translators should be cute With 8 colorful themes inspired by nature such as cherry watermelon grape etc youre sure to find your own style presented by Talking Translator developers for your multilingual life Talking Translator premium Remove ads cleanly Conversation notification custom setting Gradient color theme Listen to the conversation repeatedly Translation keyboard without ads Voice Settings Listen to the voice and choose gender and speed Talking Translator Permission Notice To provide smooth service the following permissions are required Please note that they will never be used for purposes other than those stated below Required Permissions None Optional Permissions You can use the app without agreeing to the optional permissions MicrophoneAudio Recording Voice input for interpreting and translating Notifications Conversation notifications in various languages","['Activity Tracking']"
"com.languagesTranslator.voiceChatTranslator","Language Translation for Travelers","Translate Language Translator","Battery Stats Saver","4.2727275","1,000,000+","Tools","Try an Amazing Free Translator App Today Unlock the world with our free translator app which is built to make communication in over 100 languages easy Need an English to Spanish Italian or Tagalog to English free translator This is an allinone free app to suit your needs Break language barriers with our free language translator offering text voice and conversation translation Need to translate English to Spanish in seconds or looking forward to getting a Spanish translator during your travel Then this free translation app contains everything you could want Why Choose This Translator App Text Translation The translation of text within different languages is quick and straightforward Just type or paste the text and our translator app provides instant precise translations Voice Translator Speak naturally and get instant voice translation Perfect for quick conversations in any language with an English to Spanish translator or Italian translator Our all languages translator app lets you have reallife smooth conversations Seamless chat with anyone from anywhere in the world All Language Translator App Your Multilingual CompanionOur alllanguage translator app enables conversations in both text and voice Find a personal interpreter for traveling to business meetings at your fingertips Want to travel across Spain with a Spanish translator Want to go to Italy with an Italian translator Well here it is Youll be able to easily translate English to Spanish French German Italian and many other languages with just a single tap with this free translation app Key Features of Free Translation App Text Translation Translate anything you type in seconds with this free language translator Voice Translation Just speak and get instant translations Very handy for conversations especially when one needs an English to Spanish translator onthego Advanced Dictionary Learn new words with detailed meanings and usage examples Photo Translation Take a picture of any sign menu or document and get instant translations in your target language All Language Translator app Try this unique all language translator app today Translator app free Explore and learn with this Translator app free now This all language translator app is what you need to get the work done Translate from English into Spanish Italian French Tagalog and many others More than 100 languages are supported including translators from Tagalog to English translator Italian translators and many moreyou will never be out of place Going to Spain Tell the locals something with the help of a Spanish translator Learning Italian An Italian translator helps to learn the language Most Important Points Explained by a Free Language Translator Our free translation app is going to allow you to speak with anyone in any language for free This free translation app will ensure you never get confused Use an EnglishtoSpanish translator on menus TagalogtoEnglish in conversations Try this translator app free Tagalog to English translator translate english to Spanish and many more The world is yours to take with our free translation app Join Millions Using Amazing Free Translator app","['Activity Tracking']"
"com.anhlt.multitranslator","Language Translation for Travelers","Offline Language Translator","Aloha Std","4.4310346","1,000,000+","Tools","Are you translating a document and you dont know what some words mean Do you want to travel to another country and communicate with people without a network This translator app will help you lookup like a dictionary or translate words and sentences quickly conveniently and easily It also helps you to enter text quickly with voice recognition feature and helps you to listen to the translated text with voice broadcast feature Its totally free and you can use it to translate even when offline Features Offline translation support for 59 languages Fast translation just select text and translate anywhere Voice recognition for all languages and voice broadcast for 47 languages speech recognition and text to speech Detect text from image you can select an image then the application will help you to detect text and translate them Can be used as a dictionary Copy translated text and share directly to other applications Simple and userfriendly interface Very useful when traveling And a lot of other features for you Supported languages Afrikaans Albanian Arabic Belarusian Bengali Bulgarian Catalan Chinese Croatian Czech Danish Dutch English Esperanto Estonian Filipino Finnish French Galician Georgian German Greek Gujarati Haitian Creole Hebrew Hindi Hungarian Icelandic Indonesian Irish Italian Japanese Kannada Korean Latvian Lithuanian Macedonian Malay Maltese Marathi Norwegian Persian Polish Portuguese Romanian Russian Slovak Slovenian Spanish Swahili SwedishTamil Telugu Thai Turkish Ukrainian Urdu Vietnamese Welsh Note To use offline translation please make sure you have downloaded the language data model This app supports Android 41 and above It does not require any dangerous permission Lets try using offline translation feature of this app It will be a great dictionary and translator for you","[]"
"com.google.android.apps.translate","Language Translation for Travelers","Google Translate","Google LLC","4.2868404","1,000,000,000+","Tools","Text translation Translate between 108 languages by typing Tap to Translate Copy text in any app and tap the Google Translate icon to translate all languages Offline Translate with no internet connection 59 languages Instant camera translation Translate text in images instantly by just pointing your camera 94 languages Photos Take or import photos for higher quality translations 90 languages Conversations Translate bilingual conversations on the fly 70 languages Handwriting Draw text characters instead of typing 96 languages Phrasebook Star and save translated words and phrases for future reference all languages Crossdevice syncing Login to sync phrasebook between app and desktop Transcribe Continuously translate someone speaking a different language in near realtime 8 languages Translations between the following languages are supported Afrikaans Albanian Amharic Arabic Armenian Assamese Aymara Azerbaijani Bambara Basque Belarusian Bengali Bhojpuri Bosnian Bulgarian Catalan Cebuano Chichewa Chinese Simplified Chinese Traditional Corsican Croatian Czech Danish Dhivehi Dogri Dutch English Esperanto Estonian Ewe Filipino Finnish French Frisian Galician Georgian German Greek Guarani Gujarati Haitian Creole Hausa Hawaiian Hebrew Hindi Hmong Hungarian Icelandic Igbo Ilocano Indonesian Irish Italian Japanese Javanese Kannada Kazakh Khmer Kinyarwanda Konkani Korean Krio Kurdish Kurmanji Kurdish Sorani Kyrgyz Lao Latin Latvian Lingala Lithuanian Luganda Luxembourgish Macedonian Maithili Malagasy Malay Malayalam Maltese Maori Marathi Meiteilon Manipuri Mizo Mongolian Myanmar Burmese Nepali Norwegian Odia Oriya Oromo Pashto Persian Polish Portuguese Punjabi Quechua Romanian Russian Samoan Sanskrit Scots Gaelic Sepedi Serbian Sesotho Shona Sindhi Sinhala Slovak Slovenian Somali Spanish Sundanese Swahili Swedish Tajik Tamil Tatar Telugu Thai Tigrinya Tsonga Turkish Turkmen Twi Ukrainian Urdu Uyghur Uzbek Vietnamese Welsh Xhosa Yiddish Yoruba Zulu Permissions Notice Google Translate may ask for the following optional permissions Microphone for speech translation Camera for translating text via the camera External storage for downloading offline translation data Contacts for setup and management of your account Note The app may be used even if optional permissions are not granted","['Activity Tracking']"
"translate.speech.text.translation.voicetranslator","Language Translation for Travelers","Translate Language Translator","Imagination AI","4.4657874","10,000,000+","Tools","Translate Language Translator App Your Ultimate Multilingual Translation Companion Break language barriers effortlessly with the Translate Language Translator App With support for 100 languages this free translation app offers text translate voice translator camera translation screen translation and a builtin dictionaryall in one place Why Choose Language Translator App Fast accurate free translations Supports realtime voice conversations for travel business and learning Multilanguage keyboard speechtotext for easy communication Userfriendly interface with dark mode support Features Translate Language Translator App Text Translate Instantly translate text in 100 languages for smooth communication Translate text and paragraps in all languages on the go Voice Translator Speak and translate in real time for seamless voice conversations and interpreter Audio translations for text to speech and speech to text Camera Translation Simply scan and translate text from images signs Best photo translate supports realtime image recognition to translate words without typing Screen Translate Translate text directly on your screen without switching apps This feature is perfect for realtime chat translation news reading and learning new languages Dictionary Phrasebook Quickly look up word meanings synonyms and pronunciation in 100 languages Learn new words with meanings and usage examples with interpreter Offline Translation Get free translations even without an internet connection select languages Perfect for Interpreter for travelers tourists for instant translation Business professionals needing accurate speech translation Language learners improving vocabulary with dictionary phrasebook Social media users translating text images quickly Note In instant translator mode app use Accessibility Service to be able to get screen text language translator speak and translate application supported the following languages Afrikaans Arabic العربية Bengali বল Bulgarian Български Chinese Simplified 简体中文 Chinese Traditional 繁體中文 Croatian Czech Čeština Danish Dansk Dutch Nederlands English French Français German Deutsch Greek Ελληνικά Hindi हद Indonesian Italian Italiano Japanese 日本語 Korean 한국어 Norwegian Norsk Persian فارسی Polish Polski Portuguese Português Russian русский Spanish Español Turkish Türkçe Ukrainian Українська Urdu اردو Vietnamese Tiêng Viê Download the Translate Language Translator App free now and communicate without limits","[]"
"com.translate.all.languages.translator.free.voice.translation","Language Translation for Travelers","Translate All Languages","Zed LATAM","4.4784174","10,000,000+","Tools","The Language Translator Speak and Translate app converts text voice speech and words into multiple languages Translate all is a language translation expert that allows you to translate from English to any other language More than just a language translation it offers instant voice and text translations in all languages The translator app has overcome the language barrier for business travelers and education far and wide All Language Translator App is an amazing tool for Android devices that improves your language learning skills A language translator is an interpreter of words to learn new languages The interpreter app will also work as a quick dictionary app which will automatically translate text or translate words into any desired language Changing languages is so simple and easy with this voice text translator Language Translator Speak and Translate All is a leading professional translation app to translate between languages using features like text translator voice translator and text to speech The voice translator app is especially useful when you are out of the country or in a place where you dont know the local language or somewhere foreign Translator app allows you to speak and translate between multiple languages Translate Now a dictionary and translator offers a fun and efficient way to memorize vocabulary The all languages translator was developed with ease of use in mind and is ideal for beginners Translator for Android is a speechtotext translation for your daily needs Voice translation is an easy way to speak between people in different languages by using the global translation app just click on the microphone icon and speak a word or sentence in your native language This will translate the language selected for translation into the desired language You can also copypaste the translation from the translated text and send it to your friends Language Translator Speak Translate App for Students Travelers or Tourists Enjoy the meanings of the word from the language of any country in the world to other languages Your mobile is now your interpreter so translate into any language with an instant translator Features of Translate Now Language Translator Voice and Text Translate words and sentences easily Speak and translate text Listen to the translated text Easily copy and paste text anywhere Share the translated text with your friends Detailed history Simple and attractive user interface Translator with voice recognition Worldwide recognizable all language translator Translate the appearance of more than 100 languages in realtime Copy and delete text with one click Highlights of All Language Translator A simple texttospeech tool with an easy speech and voice translator Translate text sentences or paragraphs in more than 100 languages Complete freedom of speech to text is translated with the dictionary of daily words Easy to understand speech and language translator to hear text with crystal clear voice All the worlds largest language selection in the desired language for translation Share translated words and documents with friends","[]"
"laclaveganadora.translator","Language Translation for Travelers","Language Translator","La Clave Ganadora SL","4.8026905","10,000,000+","Tools","Do you want to travel to another country and you dont know the language Are you translating a document and you dont know what does each word mean This application is perfect to translate texts fast in your phone or tablet With this online translator you wont have communication problems Features The interface is simple and stylish The translations are done instantly The application is totally free Posibility to copy the translated text by using one button Posibility to delete the text by clicking one button You can translate from 90 different languages You can translate by using your voice You can listen translations Its a perfect translator from english to spanish and also from spanish to english but it also has more languages like for example russian french german italian chinese catalan and many others You must have internet connection for the correct use of this application on Android","[]"
"com.speaktranslate.tts.speechtotext.voicetyping.translator","Language Translation for Travelers","Speak and Translate Languages","Battery Stats Saver","4.531282","10,000,000+","Communication","All Language Translator Your Ultimate Multilingual Communication Tool Introducing Speak and Translate App the allinone solution for breaking down linguistic barriers Whether youre a traveler a student or a professional navigating global markets this translation app is your goto communication companion Say goodbye to misunderstandings and hello to seamless communication with the All Language Translator Speak and Translate App Speak and Translate App Key Features Powerful Voice Translator app SpeechtoText Functionality Photo Translator All Language TexttoSpeech Voice Translator App Extensive Language Support LightningFast Processing Share From The Talking Translator App Effortlessly Translate Now with Speak and Translate App Voice Translator App With the Speak and Translate App you can effortlessly translate spoken words and phrases between multiple languages Our powerful voice translator app breaks down communication barriers enabling smooth conversations regardless of linguistic differences Whether negotiating business deals or making new friends abroad our voice translator app ensures you always understand Talk To The Whole World With The Talking Translator App Photo Translator All Language Decode foreign language text instantly with our innovative photo translation app feature Snap a photo of the text you want to translate and let our Talking Translator App do the rest Our photo translator provides accurate translations on the spot Say goodbye to language barriers and hello to seamless understanding with the All Language Translator Speak and Translate App Extensive Language Support All Language Translator support many languages ensuring you can communicate effectively wherever you go From commonly spoken languages to lesserknown dialects our Talking Translator App has you covered With comprehensive language support theres no limit to your conversations with the Voice Translator App LightningFast Processing Translate Now Experience instant translations with our lightningfast processing speed Whether youre translating short phrases or lengthy paragraphs our software delivers rapid results allowing for seamless communication Say goodbye to delays and hello to realtime translation with All Language Translator Share Effortlessly With Translation App Use the Voice Translator Apps builtin sharing functionality to share translated text and audio easily Our translation app makes sharing in multiple formats simple Break down language barriers and foster meaningful connections with All Language Translator Translate Now with Talking Translator App Language Translation App All Language Translator is the ultimate communication tool for anyone navigating a multilingual world Our app empowers you to communicate confidently in any language Download All Language Translator today and say hello to seamless multilingual communication","[]"
"tech.jonas.travelbudget","Currency Converter and Travel Budgeting","TravelSpend Travel Budget App","Ori App Studio","4.85","500,000+","Travel Local","TravelSpend is an app to track your spending while traveling the world Its perfect for you if you are planning your next trip or are already on vacation If you travel in a group you can share expenses with friends and family to see who owes who This app is for travelers like you no matter if you are a solo traveler on a roundtheworld trip a couple backpacking together or a group of friends on a weekend holiday Try it now for free unlimited free expenses Track your travel expenses We designed TravelSpend specifically for travelers Its quick and easy to use and works offline You can add photos and spread expenses over multiple days Stick to your budget The app will help you keep track of your travel budget and to save money Dont worry about currencies exchange rates Add expenses in any currency They will automatically convert to your home currency Share sync Invite friends or family and organize your budget together Your data syncs in realtime crossplatform iOS Android Split costs Share your trip with your partner or a group of friends and keep track of who owes whom Split bills check your balances and settle debts all within TravelSpend Gain insights from your spending See your spending data visualized Youll be able to analyze your spending so you can avoid overspending Export your data To create expense reports you can easily export your spending data to a CSV file anytime","['Activity Tracking']"
"com.trabee.exnote.travel","Currency Converter and Travel Budgeting","Trabee Pocket Travel Expense","TRABEE","3.91","100,000+","Travel Local","Manage your travel budget with TRABEE POCKET Its designed for travelers to help organize and track their expenses Track your spending while traveling more easily No more ruffling through foreign receipts and bags of souvenirs on your bed and recalling what you have spent Quickly add expenses on the go Check the statistics for your travel See at a glance how much youve already spent and what is available TrabeePocket can help you keeps track of travel expenses easy and simple You can see how much is spent available at a glance on the spot Keep the feeling of travel alive Add a note and an image to the spending A Note and image of spending are like a small diary Feel like real money Foreign money often doesnt feel like real money Quickly check how much it is in your home currency Multiple currencies Use multiple currencies and set the exchange rates you want Custom categories Edit the categories at will Add and remove categories change icon and color make categories you want Check the statistics Check your travel expenses statistics You can see the pie graph and the total amount by category Export to files Export your travel expenses statistics to PDF file Also data to CSV file Available offline Sync And more Try it now for free","['Activity Tracking']"
"com.haystravel.moneycard","Currency Converter and Travel Budgeting","Hays Travel Currency Card","Hays Travel Limited","0.0","100,000+","Finance","The official app for Hays Travel Prepaid Travel Card Hays Travel Card is free to use worldwide in millions of locations Use the app to fully manage your travel card account and stay in control of your holiday finances Travel Card is not linked to your bank account and is a safer option than carrying cash Take your Hays Travel Card with you on every holiday simply top up and go Use worldwide anywhere Mastercard is accepted Easy to use contactless transactions and chip pin Worldwide cash withdrawals Phone support available worldwide 247 FEATURES OF THE APP 16 different currencies available to instantly top up and reload multiple currencies from anywhere in the world Real time balance check Lockin exchange rates so youll know exactly how much money you have to spend Transfer between currencies Keep a track of your spending view your transactions Report your card lost or stolen and check your card pin Manage your personal details","['Activity Tracking']"
"com.currency.converter.exchange.rate.money.free","Currency Converter and Travel Budgeting","Currency Converter FX Rates","Cards","4.59","500,000+","Travel Local","Exchange Rate Currency Converter FX Rates Ultimate Travel CompanionTravel confidently using the Money ConverterCurrency App Exchange Rates equipped with live exchange rates and a convenient offline mode Calculate over 180 foreign currencies and popular cryptocurrencies with the Money Conversion Calculator making it the ideal Currency Exchange Converter Money Exchange App for global travelers The main features of Money Converter Currency Calculator Currency converter widget Customizable Currency Exchange Converter Money Exchange App Advanced historical rate charts and graphs Multiple currencies converting at once Offline Money ConverterCurrency App Exchange Rates Global Exchange Rate Currency Converter FX Rates Efficient and UserFriendly Money ManagementWhether youre shopping abroad the Money ConverterCurrency App Exchange Rates offers a seamless experience Convert currencies accurately using the Exchange Rate Currency Converter FX Rates ensuring you get the most out of every transaction The Money Conversion Calculator supports traditional and digital currencies making it a versatile tool for global users The My Currency Converter Tool app even supports cryptocurrency for added convenience Offline Mode for Uninterrupted Access Our Exchange Rate Currency Converter FX Rates ensures that recent rates are saved every time you update allowing you to access the most accurate rates even offline This My Currency Converter Tool feature makes it easy to manage your finances without a constant internet connection It provides peace of mind while using the Currency Exchange Converter Money Exchange App during your travels Historical Data and Customizable Features Stay informed with our comprehensive historical graphs that display foreign currency exchange rates over time Analyze trends and make informed decisions with the Foreign Exchange Money Calculator by accessing charts for the most popular currencies in preset and custom ranges RealTime Insights with the Currency Calculator Our Currency Exchange Converter Money Exchange App provides instant conversions and offers insights into the realtime value of different currencies Understand the strength and stability of currencies and make smarter financial decisions while on the move with the Foreign Exchange Money Calculator Reliable and Trusted Money Converter Currency Calculator As a Money Converter Currency Calculator that works offline this Money Conversion Calculator is trusted by thousands worldwide Whether a frequent traveler or a global shopper the Exchange Rate Currency Converter FX Rates ensures youre always prepared for any monetary challenge Get Money Converter Currency Calculator and Experience It TodaySimple yet powerful the Money ConverterCurrency App Exchange Rates offers comprehensive functionality with live exchange rates and offline capabilities Monitor with Exchange Rate Currency Converter FX Rates and effortlessly convert currency with the advanced Foreign Exchange Money Calculator Download My Currency Converter Tool and enjoy it today","['Activity Tracking']"
"com.wise.converter","Currency Converter and Travel Budgeting","Currency Converter","Wise Payments Ltd","4.480392","1,000,000+","Finance","Track live exchange rates Compare the best providers For free Simple See how rates have changed over the last day or the last 500 Add currencies you use often or just want to keep an eye on to your favourites for easy access Pounds dollars pesos galore Want to send money Or convert for real Youll see how much it costs from top providers both the exchange rate and the fees Youll know exactly how much youd send and how much would arrive Dont lose out to sneaky fees and markups again Currency Converter is an exchange rate information and news app only and not a currency trading platform The information shown there does not constitute financial advice","['Activity Tracking']"
